"MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"20","RL",70,7903,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,5,1960,1960,"Hip","CompShg","BrkFace","BrkFace",0,0,3,3,"CBlock",3,3,1,3,739,1,0,503,1242,"GasA",4,1,"FuseA",1242,0,0,1242,1,0,1,1,3,1,3,6,7,0,0,"Attchd",1960,2,1,324,3,3,2,0,0,0,0,0,0,0,"None","None",0,"5",2007,"WD","Family",NA
"20","RL",80,8000,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,5,1960,1960,"Hip","CompShg","BrkFace","BrkFace",0,0,3,3,"CBlock",3,3,1,4,1098,3,154,125,1377,"GasA",3,1,"SBrkr",1377,0,0,1377,1,0,1,0,3,1,3,6,7,2,3,"Attchd",1965,1,1,351,3,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,"11",2007,"WD","Normal",NA
"20","RL",70,7000,1,"None",3,"Lvl","Corner",2,"NAmes","Feedr","Norm","1Fam","1Story",5,6,1961,1961,"Gable","CompShg","BrkFace","Wd Sdng",0,0,3,3,"Slab",0,0,0,0,0,0,0,0,0,"GasA",4,1,"SBrkr",925,0,0,925,0,0,1,0,3,1,3,7,7,0,0,"Attchd",1961,3,1,300,3,3,2,0,0,0,0,0,0,0,"None","None",0,"7",2007,"WD","Normal",NA
"20","RL",60,6600,1,"None",3,"Lvl","Inside",2,"NAmes","PosN","Norm","1Fam","1Story",5,5,1962,1962,"Hip","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"CBlock",3,3,1,5,110,4,442,312,864,"GasA",4,1,"SBrkr",864,0,0,864,0,0,1,0,2,1,3,5,7,0,0,"Detchd",1962,1,1,294,3,3,2,58,0,0,0,0,0,0,"None","None",0,"12",2007,"WD","Normal",NA
"85","RL",66,6760,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","SFoyer",5,5,1962,1962,"Gable","CompShg","HdBoard","HdBoard",0,0,3,3,"CBlock",3,3,3,5,734,1,0,162,896,"GasA",3,1,"SBrkr",936,0,0,936,1,0,1,0,3,1,3,6,7,1,1,"Attchd",1962,2,1,288,3,3,2,24,90,160,0,0,0,0,"None","None",0,"10",2007,"WD","Normal",NA
"30","RM",60,6978,1,"None",3,"Bnk","Inside",2,"OldTown","Artery","Norm","1Fam","1Story",5,7,1926,1980,"Gable","CompShg","MetalSd","MetalSd",0,0,4,4,"BrkTil",3,3,1,1,0,1,0,850,850,"GasA",3,1,"SBrkr",960,0,0,960,0,0,1,0,2,1,3,5,7,0,0,"Detchd",1981,2,2,576,3,3,2,0,0,116,0,0,0,0,"None","None",0,"4",2007,"WD","Normal",NA
"50","RM",50,6000,1,"Grvl",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1.5Fin",6,6,1927,1950,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"BrkTil",3,3,1,3,276,1,0,569,845,"GasA",3,1,"SBrkr",866,430,0,1296,0,0,1,0,3,1,3,6,7,0,0,"Detchd",1980,1,2,576,3,3,2,0,0,175,0,0,0,0,"None","None",0,"7",2007,"WD","Normal",NA
"30","RM",56,4480,1,"None",3,"Lvl","Corner",2,"OldTown","Artery","Norm","1Fam","1Story",5,5,1922,1950,"Gable","CompShg","AsbShng","AsbShng",0,0,3,3,"PConc",2,2,1,2,782,1,0,240,1022,"GasA",3,0,"FuseF",1022,0,0,1022,1,0,1,0,2,1,2,4,7,1,4,"Detchd",1922,1,1,184,3,2,0,0,122,20,0,0,0,0,"MnPrv","None",0,"2",2007,"WD","Normal",NA
"30","RM",56,3153,1,"Grvl",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1Story",5,6,1920,1990,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"BrkTil",3,3,1,1,0,1,0,967,967,"GasA",4,1,"SBrkr",967,0,0,967,0,0,1,0,2,1,3,5,7,1,4,"Detchd",1920,1,1,180,2,3,0,0,0,26,0,0,0,0,"None","None",0,"7",2007,"WD","Normal",NA
"30","RM",60,7200,1,"None",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1Story",5,8,1940,1950,"Gable","CompShg","VinylSd","VinylSd",2,279,3,3,"CBlock",3,3,1,1,0,1,0,808,808,"GasA",5,1,"SBrkr",1072,0,0,1072,0,0,1,0,2,1,3,5,7,2,4,"Detchd",1940,1,2,379,3,3,2,0,0,0,0,0,0,0,"None","None",0,"5",2007,"WD","Normal",NA
"50","RM",120,9000,1,"None",3,"Lvl","Corner",2,"OldTown","Norm","Norm","1Fam","1.5Fin",5,8,1900,2006,"Gable","CompShg","Stucco","Stucco",0,0,3,3,"BrkTil",3,2,1,4,130,1,0,550,680,"GasA",5,1,"SBrkr",680,494,0,1174,0,0,1,0,2,1,4,6,7,1,4,"Detchd",2000,1,2,576,3,3,2,116,26,40,0,0,0,0,"MnPrv","None",0,"6",2007,"WD","Normal",NA
"50","RM",50,5925,1,"None",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1.5Fin",4,6,1900,1950,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"BrkTil",2,3,1,2,122,3,448,0,570,"GasA",4,0,"SBrkr",761,380,0,1141,0,0,1,0,3,1,3,6,7,0,0,"Detchd",1930,1,1,252,2,2,2,0,0,96,0,0,0,0,"None","None",0,"5",2007,"ConLw","Normal",NA
"70","RM",57,9639,1,"None",3,"Lvl","Inside",2,"OldTown","Artery","Norm","1Fam","2Story",4,8,1900,1950,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"PConc",3,3,1,1,0,1,0,1075,1075,"GasA",5,1,"SBrkr",1156,642,0,1798,0,0,2,1,4,1,3,7,7,0,0,"Detchd",1935,1,2,342,3,3,0,0,0,160,0,0,0,0,"MnPrv","None",0,"5",2007,"WD","Normal",NA
"70","RM",60,10337,1,"Pave",2,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","2Story",8,9,1910,1999,"Hip","CompShg","VinylSd","VinylSd",0,0,4,4,"BrkTil",3,3,1,1,0,1,0,725,725,"GasA",5,0,"SBrkr",909,863,0,1772,0,0,2,1,3,1,4,7,7,0,0,"Detchd",1992,1,2,816,3,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,"5",2007,"WD","Normal",NA
"70","RM",53,9863,1,"Pave",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","2Story",6,6,1927,1950,"Gambrel","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"BrkTil",3,3,1,2,196,3,210,322,728,"GasA",3,1,"SBrkr",914,728,0,1642,0,1,1,1,4,1,3,9,7,1,4,"Detchd",1927,1,1,374,3,3,2,0,0,0,0,0,0,0,"None","None",0,"3",2007,"WD","Abnorml",NA
"70","RM",35,4571,1,"Grvl",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","2Story",5,7,1910,1950,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"BrkTil",3,3,1,4,168,1,0,448,616,"GasA",5,1,"SBrkr",616,616,0,1232,0,0,1,0,3,1,3,6,7,0,0,"Detchd",1920,1,2,480,2,2,2,280,0,143,0,0,0,0,"None","None",0,"6",2007,"WD","Normal",NA
"50","RM",56,8398,1,"Grvl",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1.5Fin",6,8,1910,1990,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"CBlock",4,4,1,4,259,1,0,667,926,"GasA",3,1,"SBrkr",991,659,0,1650,0,0,2,0,3,1,3,6,7,0,0,"Detchd",1979,1,2,468,3,3,0,128,103,0,0,0,0,0,"None","None",0,"11",2007,"WD","Normal",NA
"70","RM",60,3600,1,"Grvl",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","2Story",5,7,1930,2005,"Gambrel","CompShg","VinylSd","VinylSd",0,0,3,4,"BrkTil",3,2,1,3,316,1,0,371,687,"GasA",4,1,"SBrkr",687,671,0,1358,0,0,1,1,3,1,4,6,7,1,4,"Detchd",2004,1,1,336,3,3,2,0,32,0,0,0,0,0,"MnPrv","None",0,"7",2007,"WD","Partial",NA
"75","RM",75,13500,1,"Grvl",3,"Lvl","Corner",2,"OldTown","Norm","Norm","1Fam","2.5Unf",7,8,1879,1987,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,4,"PConc",3,3,1,1,0,1,0,819,819,"GasA",3,1,"FuseA",1312,1142,0,2454,0,0,2,0,3,1,3,8,7,1,4,"Attchd",1950,1,2,576,3,3,0,0,148,150,0,0,0,0,"MnPrv","None",0,"2",2007,"WD","Normal",NA
"20","RM",52,8626,1,"None",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1Story",4,6,1956,1956,"Gable","CompShg","MetalSd","MetalSd",0,1,3,3,"CBlock",0,0,0,0,0,0,0,0,0,"GasA",4,1,"SBrkr",968,0,0,968,0,0,1,0,2,1,3,5,7,0,0,"Attchd",1956,1,1,331,2,3,2,0,0,0,0,0,0,0,"None","None",0,"5",2007,"WD","Normal",NA
"80","RM",76,11800,1,"None",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","SLvl",4,7,1949,2002,"Gable","CompShg","Stucco","Wd Sdng",0,0,3,3,"Slab",0,0,0,0,0,0,0,0,0,"GasA",5,1,"SBrkr",1382,0,0,1382,0,0,2,0,1,1,3,6,4,1,3,"Attchd",1957,2,1,384,3,3,2,0,40,0,0,0,0,0,"None","None",0,"5",2007,"WD","Normal",NA
"40","RL",55,6854,1,"None",3,"Bnk","Inside",1,"BrkSide","Norm","Norm","1Fam","1Story",5,7,1925,1994,"Gable","CompShg","MetalSd","MetalSd",0,0,3,4,"PConc",3,3,1,2,317,3,227,212,756,"GasA",3,0,"FuseA",916,144,0,1060,1,0,1,0,1,1,3,6,4,1,4,"Detchd",1969,1,1,308,2,3,2,0,65,0,0,150,0,0,"None","None",0,"8",2007,"WD","Normal",NA
"50","RM",55,8674,1,"None",3,"HLS","Inside",2,"BrkSide","RRNn","Artery","1Fam","1.5Fin",5,6,1950,1950,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"CBlock",2,3,1,3,910,1,0,0,910,"GasA",3,1,"SBrkr",910,525,0,1435,1,0,1,0,3,1,3,6,7,0,0,"Detchd",1950,1,1,308,3,3,2,0,33,0,0,0,0,0,"None","None",0,"3",2007,"WD","Normal",NA
"50","RM",50,6125,1,"None",3,"Lvl","Inside",2,"BrkSide","Norm","Norm","1Fam","1.5Fin",5,7,1939,1998,"Gable","CompShg","MetalSd","MetalSd",0,0,3,4,"CBlock",3,3,1,3,306,1,0,422,728,"GasA",5,1,"SBrkr",728,546,0,1274,0,0,2,0,3,1,3,6,7,0,0,"Detchd",1939,1,1,224,2,3,2,0,0,192,0,0,0,0,"None","None",0,"3",2007,"CWD","Normal",NA
"70","RM",50,6000,1,"None",3,"Lvl","Inside",2,"BrkSide","Norm","Norm","1Fam","2Story",6,6,1939,1950,"Gable","CompShg","MetalSd","VinylSd",0,0,3,3,"CBlock",3,3,2,3,276,1,0,324,600,"GasA",5,1,"SBrkr",608,624,0,1232,0,0,1,1,3,1,3,6,7,2,3,"Attchd",1939,1,1,217,3,3,2,0,0,0,0,0,0,0,"GdWo","None",0,"2",2007,"WD","Normal",NA
"45","RM",51,6120,1,"None",3,"Lvl","Inside",2,"BrkSide","Norm","Norm","1Fam","1.5Unf",5,7,1939,1950,"Gable","CompShg","AsbShng","AsbShng",0,0,4,3,"BrkTil",3,3,1,1,0,1,0,884,884,"GasA",5,1,"SBrkr",884,0,0,884,0,0,1,0,2,1,3,5,7,0,0,"Detchd",1939,1,1,240,3,3,2,0,0,136,0,0,0,0,"MnPrv","None",0,"7",2007,"WD","Normal",NA
"50","RM",51,6240,1,"None",3,"Lvl","Inside",2,"BrkSide","Norm","Norm","1Fam","1.5Fin",6,5,1938,1950,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"BrkTil",3,3,1,2,52,1,0,809,861,"GasA",4,1,"SBrkr",861,548,0,1409,1,0,1,1,3,1,3,6,7,1,4,"Detchd",1968,1,2,528,3,3,2,225,0,84,0,0,0,0,"None","None",0,"3",2007,"WD","Normal",NA
"50","RM",52,6240,1,"None",3,"Lvl","Inside",2,"BrkSide","Norm","Norm","1Fam","1.5Fin",5,8,1939,1952,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,4,"BrkTil",3,3,1,3,48,1,0,624,672,"GasA",5,1,"SBrkr",899,423,0,1322,1,0,1,0,4,1,3,7,7,0,0,"Detchd",1939,1,1,280,3,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,"7",2007,"WD","Normal",NA
"50","RM",52,6240,1,"None",3,"Lvl","Inside",2,"BrkSide","Norm","Norm","1Fam","1.5Fin",5,7,1930,1992,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"BrkTil",3,3,1,1,0,1,0,966,966,"GasA",5,1,"SBrkr",1014,412,0,1426,0,0,1,0,3,1,3,6,7,1,4,"Detchd",1930,1,1,230,2,3,2,174,0,96,0,0,0,0,"GdPrv","None",0,"7",2007,"WD","Normal",NA
"50","RM",51,6120,1,"None",3,"Lvl","Inside",2,"BrkSide","Norm","Norm","1Fam","1.5Fin",5,6,1926,1950,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"BrkTil",3,3,1,5,351,1,0,405,756,"GasA",4,1,"FuseA",903,378,0,1281,1,0,1,0,2,1,4,6,7,0,0,"Detchd",1926,1,2,379,3,3,2,25,0,0,0,0,0,0,"None","None",0,"8",2007,"WD","Normal",NA
"70","RM",47,7755,1,"None",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","2Story",6,8,1918,1995,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,4,"CBlock",3,3,1,1,0,1,0,1100,1100,"GasA",5,1,"FuseA",1100,1164,0,2264,0,0,2,1,4,1,3,8,7,0,0,"Detchd",1950,1,1,408,3,3,2,0,152,0,0,0,0,0,"MnPrv","None",0,"5",2007,"WD","Normal",NA
"50","RL",60,8850,1,"Pave",3,"Bnk","Inside",2,"BrkSide","Norm","Norm","1Fam","1.5Fin",6,7,1920,1950,"Gable","CompShg","Wd Sdng","Wd Shng",0,0,3,4,"PConc",3,3,1,1,0,1,0,768,768,"GasA",5,1,"SBrkr",752,624,0,1376,0,0,1,0,3,1,4,7,7,0,0,"Detchd",1977,1,2,576,3,3,1,0,54,144,0,0,0,0,"None","None",0,"2",2007,"WD","Normal",NA
"50","RL",60,8550,1,"None",3,"Lvl","Inside",2,"BrkSide","RRAn","Norm","1Fam","1.5Fin",5,5,1926,1950,"Gable","CompShg","HdBoard","HdBoard",0,0,3,3,"PConc",2,3,1,1,0,1,0,750,750,"GasA",3,1,"SBrkr",960,356,0,1316,0,0,1,0,4,1,3,7,7,0,0,"Detchd",1965,1,2,576,3,3,2,0,0,0,0,0,0,0,"None","None",0,"10",2007,"ConLw","Family",NA
"70","RM",60,5700,1,"None",2,"Lvl","Corner",2,"OldTown","Feedr","Norm","1Fam","2Story",7,6,1929,1990,"Gable","CompShg","Wd Sdng","Wd Shng",0,0,3,3,"BrkTil",3,3,1,3,336,1,0,336,672,"GasA",4,0,"FuseA",672,672,0,1344,1,0,1,1,3,1,4,6,7,1,4,"Attchd",1979,1,2,456,3,3,2,0,0,70,0,0,0,0,"GdPrv","None",0,"9",2007,"WD","Normal",NA
"45","RM",40,5680,1,"Grvl",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1.5Fin",5,4,1901,1950,"Gable","CompShg","AsbShng","AsbShng",0,0,3,3,"CBlock",3,3,1,1,0,1,0,592,592,"GasA",3,0,"FuseA",933,240,0,1173,0,0,2,0,3,1,3,7,7,0,0,"Detchd",1920,1,1,240,3,2,2,0,25,77,0,0,0,0,"MnPrv","None",0,"9",2007,"WD","AdjLand",NA
"50","RM",40,5680,1,"Grvl",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1.5Fin",5,3,1901,1950,"Gable","CompShg","AsbShng","AsbShng",0,0,3,3,"CBlock",3,3,1,1,0,1,0,969,969,"GasA",3,0,"FuseA",969,245,0,1214,0,0,1,0,2,1,3,6,7,0,0,"Detchd",1920,1,1,216,3,3,0,0,0,77,0,0,0,0,"MnPrv","None",0,"9",2007,"WD","AdjLand",NA
"80","RM",120,13200,1,"None",3,"Lvl","Corner",2,"IDOTRR","Norm","Norm","1Fam","SLvl",6,6,1963,1963,"Gable","CompShg","HdBoard","HdBoard",1,234,3,3,"CBlock",3,3,1,4,375,1,0,366,741,"GasA",2,1,"SBrkr",1497,797,0,2294,0,0,3,0,5,1,3,9,7,1,4,"Attchd",1963,1,2,658,3,3,2,0,110,0,0,0,0,0,"None","None",0,"4",2007,"WD","Normal",NA
"60","RM",60,9780,1,"Grvl",3,"Lvl","Inside",2,"IDOTRR","Norm","Norm","1Fam","2Story",7,9,1950,2005,"Gable","CompShg","VinylSd","VinylSd",0,0,3,5,"CBlock",3,3,1,2,354,3,398,224,976,"GasA",5,1,"SBrkr",976,976,0,1952,0,0,1,1,4,1,4,8,7,2,3,"Detchd",1950,3,1,299,3,3,2,285,0,0,0,216,0,0,"None","None",0,"4",2007,"WD","Normal",NA
"50","RM",60,10320,1,"Grvl",3,"Lvl","Inside",2,"IDOTRR","Norm","Norm","1Fam","1.5Fin",6,5,1915,1950,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"CBlock",3,2,1,2,375,1,0,763,1138,"GasA",4,1,"SBrkr",1138,1042,0,2180,0,0,1,1,3,1,3,7,7,1,4,"Detchd",2006,1,2,720,3,3,0,0,0,170,0,0,0,0,"None","None",0,"5",2007,"WD","Normal",NA
"190","RM",52,4330,1,"Grvl",3,"Lvl","Inside",2,"IDOTRR","Norm","Norm","2fmCon","1.5Fin",4,6,1958,1958,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"BrkTil",2,3,1,3,681,5,127,0,808,"GasA",3,1,"SBrkr",838,477,0,1315,1,0,2,0,3,1,3,5,7,0,0,"Detchd",1958,2,2,436,3,3,2,0,0,0,0,0,0,0,"None","None",0,"2",2007,"COD","Abnorml",NA
"50","RM",60,10320,1,"Grvl",3,"Lvl","Corner",2,"IDOTRR","Artery","Norm","1Fam","1.5Fin",4,1,1910,1950,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,2,2,"CBlock",3,2,1,1,0,1,0,771,771,"GasA",2,1,"SBrkr",866,504,114,1484,0,0,2,0,3,1,3,6,7,0,0,"Detchd",1910,1,1,264,3,2,0,14,211,0,0,84,0,0,"None","None",0,"9",2007,"COD","Abnorml",NA
"70","RL",107,12888,1,"None",3,"Bnk","Inside",2,"Sawyer","Feedr","Norm","1Fam","2Story",7,8,1937,1980,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,4,"CBlock",3,3,1,5,288,1,0,717,1005,"GasA",3,1,"SBrkr",1262,1005,0,2267,1,0,1,1,3,1,3,7,7,2,4,"Attchd",1937,3,2,498,3,3,2,521,0,0,0,0,0,0,"None","None",0,"4",2007,"WD","Normal",NA
"190","RL",59,4484,1,"None",2,"Lvl","Corner",2,"SWISU","Norm","Norm","2fmCon","1.5Fin",5,6,1942,1979,"Gable","CompShg","Plywood","Plywood",0,0,3,3,"CBlock",3,3,1,5,485,1,0,187,672,"GasA",3,0,"SBrkr",778,504,0,1282,1,0,1,0,2,1,3,4,7,0,0,"Detchd",1942,1,1,240,3,3,2,0,88,0,0,0,0,0,"MnPrv","None",0,"7",2007,"WD","Normal",NA
"190","RL",75,11235,1,"None",3,"Lvl","Inside",2,"Sawyer","Norm","Norm","2fmCon","SFoyer",5,5,1963,1963,"Gable","CompShg","HdBoard","HdBoard",0,0,3,3,"CBlock",4,3,3,5,925,1,0,0,925,"GasA",3,1,"SBrkr",999,0,0,999,1,0,1,0,3,1,3,6,7,0,0,"Detchd",1963,1,1,308,3,3,2,40,176,0,0,0,0,0,"MnPrv","None",0,"3",2007,"WD","Normal",NA
"85","RL",75,11235,1,"None",3,"Lvl","Inside",2,"Sawyer","Norm","Norm","1Fam","SFoyer",5,5,1964,1980,"Gable","CompShg","HdBoard","HdBoard",1,30,3,3,"CBlock",4,3,3,4,785,1,0,635,1420,"GasA",4,1,"SBrkr",1452,0,0,1452,1,0,1,0,2,1,3,6,5,1,3,"Detchd",1964,1,2,572,3,3,2,92,0,88,0,0,0,0,"None","None",0,"11",2007,"WD","Normal",NA
"20","RL",62,14299,1,"None",3,"Lvl","Inside",2,"Sawyer","Feedr","Norm","1Fam","1Story",4,3,1964,1964,"Gable","CompShg","HdBoard","HdBoard",0,0,3,3,"CBlock",3,3,1,3,513,2,144,348,1005,"GasA",3,1,"SBrkr",1005,0,0,1005,1,0,1,0,3,1,3,5,7,0,0,"Detchd",1964,1,2,440,3,3,0,0,0,0,0,0,0,0,"MnPrv","None",0,"7",2007,"WD","Normal",NA
"80","RL",65,14149,1,"None",2,"Lvl","Inside",2,"Sawyer","Norm","Norm","1Fam","SLvl",5,8,1964,2001,"Hip","CompShg","HdBoard","HdBoard",1,50,4,4,"CBlock",3,3,4,2,68,4,722,190,980,"GasA",3,1,"SBrkr",1020,0,0,1020,0,1,2,0,3,1,3,5,7,1,1,"Detchd",1970,1,2,528,3,3,2,0,0,0,0,0,0,0,"None","None",0,"5",2007,"WD","Normal",NA
"20","RL",72,11677,1,"None",2,"Lvl","Inside",2,"Sawyer","Norm","Norm","1Fam","1Story",5,4,1966,1966,"Gable","CompShg","HdBoard","HdBoard",1,442,3,3,"CBlock",3,3,3,3,249,4,761,30,1040,"GasA",3,1,"SBrkr",1040,0,0,1040,1,0,1,0,3,1,3,6,7,0,0,"Attchd",1966,2,1,264,3,3,2,0,90,0,0,0,0,0,"MnPrv","None",0,"2",2007,"WD","Normal",NA
"190","RL",70,8425,1,"None",3,"Lvl","FR3",2,"Sawyer","Feedr","Norm","2fmCon","1Story",5,6,1971,1990,"Gable","CompShg","HdBoard","HdBoard",0,0,3,3,"CBlock",4,3,3,6,748,1,0,20,768,"GasA",4,1,"SBrkr",868,0,0,868,1,0,1,0,2,1,3,6,7,0,0,"Detchd",1989,1,2,576,3,3,2,138,0,0,0,0,0,0,"GdPrv","None",0,"5",2007,"WD","Normal",NA
"20","RL",86,8665,1,"None",2,"Lvl","Inside",2,"Sawyer","Norm","Norm","1Fam","1Story",5,5,1968,1968,"Gable","CompShg","HdBoard","HdBoard",1,89,3,3,"CBlock",3,3,2,3,168,4,288,420,876,"GasA",3,1,"SBrkr",897,0,0,897,0,0,1,0,3,1,3,5,7,0,0,"Attchd",1968,2,1,264,3,3,2,0,0,0,0,0,0,0,"None","None",0,"1",2007,"WD","Normal",NA
"20","RL",72,8398,1,"None",2,"Lvl","Inside",2,"Sawyer","Norm","Norm","1Fam","1Story",5,5,1967,1967,"Gable","CompShg","MetalSd","MetalSd",1,323,3,4,"CBlock",3,3,1,2,114,4,529,300,943,"GasA",3,1,"SBrkr",943,0,0,943,1,0,1,0,2,1,3,5,7,0,0,"Detchd",1972,1,2,528,3,3,2,132,0,0,0,0,0,0,"None","None",0,"6",2007,"WD","Normal",NA
"20","RL",72,8169,1,"None",3,"Lvl","Corner",2,"Sawyer","Feedr","Norm","1Fam","1Story",5,7,1966,1966,"Gable","CompShg","Plywood","Plywood",0,0,3,4,"CBlock",3,3,1,3,216,5,435,261,912,"GasA",5,1,"SBrkr",912,0,0,912,1,0,1,0,3,1,4,6,7,0,0,"Detchd",1966,1,1,315,3,3,2,204,0,0,0,0,0,0,"MnPrv","None",0,"7",2007,"WD","Normal",NA
"20","RL",81,14175,1,"None",3,"Bnk","Inside",1,"Sawyer","PosA","Norm","1Fam","1Story",5,5,1956,1998,"Hip","CompShg","BrkFace","BrkFace",0,0,3,3,"CBlock",3,3,1,3,386,5,522,332,1240,"GasA",4,1,"SBrkr",1375,0,0,1375,1,0,1,0,3,1,3,6,7,1,4,"Attchd",1956,1,1,323,3,3,2,0,0,0,0,0,0,0,"None","None",0,"12",2007,"WD","Normal",NA
"60","RL",99,16779,1,"None",3,"Lvl","Inside",2,"Sawyer","Feedr","Norm","1Fam","2Story",5,4,1920,1996,"Gable","CompShg","Wd Sdng","Wd Sdng",1,356,3,2,"CBlock",4,3,1,4,267,1,0,404,671,"GasA",2,1,"SBrkr",1567,1087,0,2654,0,0,3,0,4,1,3,11,4,1,4,"Attchd",1946,1,2,638,3,3,2,128,570,0,0,0,0,0,"None","Shed",500,"5",2007,"WD","Normal",NA
"50","RL",70,6960,1,"None",3,"Lvl","Inside",2,"Sawyer","Norm","Norm","1Fam","1.5Fin",7,8,1940,1998,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"BrkTil",3,3,1,5,258,1,0,422,680,"GasA",5,1,"FuseA",798,504,0,1302,0,0,1,1,2,1,4,6,7,2,4,"Attchd",1940,1,1,224,3,3,2,0,0,0,0,126,0,0,"MnPrv","None",0,"7",2007,"WD","Normal",NA
"20","RL",91,11375,1,"None",3,"Lvl","Inside",2,"Sawyer","Norm","Norm","1Fam","1Story",6,5,1954,1995,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"CBlock",3,3,1,3,736,1,0,231,967,"GasA",3,1,"SBrkr",1299,0,0,1299,0,0,1,0,3,1,4,6,7,1,3,"Attchd",1954,1,2,494,3,3,2,81,0,280,0,0,0,0,"None","None",0,"10",2007,"WD","Normal",NA
"20","RL",85,13770,1,"None",3,"Lvl","Corner",2,"Sawyer","Feedr","Norm","1Fam","1Story",5,6,1958,1998,"Gable","CompShg","Plywood","Plywood",1,340,3,3,"CBlock",3,3,2,3,190,4,873,95,1158,"GasA",3,1,"SBrkr",1176,0,0,1176,1,0,1,0,3,1,3,6,7,2,4,"Attchd",1958,1,1,303,3,3,2,0,0,0,0,0,0,0,"None","None",0,"10",2007,"WD","Normal",NA
"20","RL",72,9000,1,"None",3,"Lvl","Inside",2,"Sawyer","Norm","Norm","1Fam","1Story",4,7,1945,1950,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,2,3,"Slab",0,0,0,0,0,0,0,0,0,"GasA",3,0,"FuseA",998,0,0,998,0,0,1,0,3,1,3,5,5,0,0,"2Types",1952,1,2,460,2,3,2,0,0,140,0,0,0,0,"None","None",0,"5",2007,"WD","Normal",NA
